Unknown,1748510704.6412363,Laptop Camera
Unknown,1748510704.7029135,Laptop Camera
Unknown,1748510704.7545104,Laptop Camera
Unknown,1748510704.785664,Laptop Camera
Unknown,1748510704.8394036,Laptop Camera
Unknown,1748510704.871024,Laptop Camera
Unknown,1748510704.9254017,Laptop Camera
Unknown,1748510704.9499614,Laptop Camera
Unknown,1748510704.9965346,Laptop Camera
Unknown,1748510705.019777,Laptop Camera
Unknown,1748510705.0743258,Laptop Camera
Unknown,1748510705.1185925,Laptop Camera
Unknown,1748510705.162737,Laptop Camera
Unknown,1748510705.2056584,Laptop Camera
Unknown,1748510705.2429836,Laptop Camera
Unknown,1748510705.288396,Laptop Camera
Unknown,1748510705.3307822,Laptop Camera
Unknown,1748510705.3709428,Laptop Camera
Unknown,1748510705.4121895,Laptop Camera
Unknown,1748510705.450014,Laptop Camera
Unknown,1748510705.4898915,Laptop Camera
Unknown,1748510705.532764,Laptop Camera
Unknown,1748510705.5772815,Laptop Camera
Unknown,1748510705.627588,Laptop Camera
Unknown,1748510705.6792154,Laptop Camera
Unknown,1748510705.7067533,Laptop Camera
Unknown,1748510705.7576995,Laptop Camera
Unknown,1748510705.785377,Laptop Camera
Unknown,1748510705.8362753,Laptop Camera
Unknown,1748510705.8628569,Laptop Camera
Unknown,1748510705.9186451,Laptop Camera
Unknown,1748510705.9455469,Laptop Camera
Unknown,1748510705.9901948,Laptop Camera
Unknown,1748510706.0132506,Laptop Camera
Unknown,1748510706.055478,Laptop Camera
Unknown,1748510706.0785627,Laptop Camera
Unknown,1748510706.1220672,Laptop Camera
Unknown,1748510706.14716,Laptop Camera
Unknown,1748510706.1921425,Laptop Camera
Unknown,1748510706.2430646,Laptop Camera
Unknown,1748510706.2656908,Laptop Camera
Unknown,1748510706.3155508,Laptop Camera
Unknown,1748510706.3611772,Laptop Camera
Unknown,1748510706.4054139,Laptop Camera
Unknown,1748510706.450063,Laptop Camera
Unknown,1748510706.4918785,Laptop Camera
Unknown,1748510706.5346975,Laptop Camera
Unknown,1748510706.5755854,Laptop Camera
Unknown,1748510706.6166844,Laptop Camera
Unknown,1748510706.6628466,Laptop Camera
Unknown,1748510706.7056499,Laptop Camera
Unknown,1748510706.7493086,Laptop Camera
Unknown,1748510706.7928612,Laptop Camera
Unknown,1748510706.835354,Laptop Camera
Unknown,1748510706.8856008,Laptop Camera
Unknown,1748510706.9308915,Laptop Camera
Unknown,1748510706.9763107,Laptop Camera
Unknown,1748510707.0245702,Laptop Camera
Unknown,1748510707.068591,Laptop Camera
Unknown,1748510707.1118689,Laptop Camera
Unknown,1748510707.1555011,Laptop Camera
Unknown,1748510707.200024,Laptop Camera
Unknown,1748510707.242095,Laptop Camera
Unknown,1748510707.2864826,Laptop Camera
Unknown,1748510707.332209,Laptop Camera
Unknown,1748510707.3744838,Laptop Camera
Unknown,1748510707.4168012,Laptop Camera
Unknown,1748510707.4628522,Laptop Camera
Unknown,1748510707.5077336,Laptop Camera
Unknown,1748510707.549766,Laptop Camera
Unknown,1748510707.5899358,Laptop Camera
Unknown,1748510707.6300662,Laptop Camera
Unknown,1748510707.6708772,Laptop Camera
Unknown,1748510707.7134259,Laptop Camera
Unknown,1748510707.7554765,Laptop Camera
Unknown,1748510707.7976038,Laptop Camera
Unknown,1748510707.8411093,Laptop Camera
Unknown,1748510707.883061,Laptop Camera
Unknown,1748510707.9228082,Laptop Camera
Unknown,1748510707.9653919,Laptop Camera
Unknown,1748510708.0063868,Laptop Camera
Unknown,1748510708.0463765,Laptop Camera
Unknown,1748510708.0876987,Laptop Camera
Unknown,1748510708.1317925,Laptop Camera
Unknown,1748510708.175467,Laptop Camera
Unknown,1748510708.2175665,Laptop Camera
Unknown,1748510708.2598033,Laptop Camera
Unknown,1748510708.3076105,Laptop Camera
Unknown,1748510708.3507082,Laptop Camera
Unknown,1748510708.394581,Laptop Camera
Unknown,1748510708.4346213,Laptop Camera
Unknown,1748510708.479869,Laptop Camera
Unknown,1748510708.5217123,Laptop Camera
Unknown,1748510708.5646749,Laptop Camera
Unknown,1748510708.6075616,Laptop Camera
Unknown,1748510708.6495087,Laptop Camera
Unknown,1748510708.69229,Laptop Camera
Unknown,1748510708.741954,Laptop Camera
Unknown,1748510708.7854226,Laptop Camera
Unknown,1748510708.82834,Laptop Camera
Unknown,1748510708.8709297,Laptop Camera
Unknown,1748510708.9163811,Laptop Camera
Unknown,1748510708.9597478,Laptop Camera
Unknown,1748510709.002025,Laptop Camera
Unknown,1748510709.0443459,Laptop Camera
Unknown,1748510709.0898528,Laptop Camera
Unknown,1748510709.1345582,Laptop Camera
Unknown,1748510709.177712,Laptop Camera
Unknown,1748510709.2229517,Laptop Camera
Unknown,1748510709.268428,Laptop Camera
Unknown,1748510709.3163576,Laptop Camera
Unknown,1748510709.3576827,Laptop Camera
